id,cohort,tray,row,col,genotype,generation
1325,2,21,E,4,1552,parent
296,2,21,E,5,6074x9421 rep2,F8
896,2,21,E,6,8247x6154 rep2,F8
1364,2,21,F,1,6017,parent
1493,2,21,F,2,6113,parent
452,2,21,F,3,6131x6113 rep1,F8
527,2,21,F,4,6149x9395 rep2,F8
1550,2,21,F,5,6145,parent
1070,2,21,F,6,9382x6035 rep2,F8
836,2,21,G,1,7517x6284 rep2,F8
413,2,21,G,2,6118x8227 rep1,F8
1004,2,21,G,3,9323x8369 rep2,F8
1907,2,21,G,4,9452,parent
1574,2,21,G,5,6166,parent
284,2,21,G,6,6071x6145 rep1,F8
1133,2,21,H,1,9405x6100 rep1,F8
554,2,21,H,2,6163x9405 rep1,F8
1781,2,21,H,3,9057,parent
1037,2,21,H,4,9356x6094 rep1,F8
1331,2,21,H,5,175,parent
515,2,21,H,6,6145x8247 rep2,F8
1322,2,22,A,1,1435,parent
755,2,22,A,2,6244x6173 rep1,F8
1283,2,22,A,3,1002,parent
1226,2,22,A,4,9453x6106 rep2,F8
443,2,22,A,5,6127x6918 rep2,F8
839,2,22,A,6,7519x6111 rep1,F8
1013,2,22,B,1,9336x6220 rep1,F8
575,2,22,B,2,6171x6074 rep2,F8
815,2,22,B,3,6965x9412 rep1,F8
1592,2,22,B,4,6180,parent
209,2,22,B,5,6030x992 rep2,F8
71,2,22,B,6,1318x6035 rep2,F8
1604,2,22,C,1,6192,parent
614,2,22,C,2,6191x6965 rep1,F8
1652,2,22,C,3,6231,parent
500,2,22,C,4,6140x9388 rep1,F8
854,2,22,C,5,8227x6216 rep2,F8
1220,2,22,C,6,9452x6114 rep2,F8
671,2,22,D,1,6202x9402 rep2,F8
1589,2,22,D,2,6177,parent
731,2,22,D,3,6238x6105 rep1,F8
1928,2,22,D,4,9481,parent
995,2,22,D,5,9321x6189 rep1,F8
1583,2,22,D,6,6172,parent
593,2,22,E,1,6177x6023 rep2,F8
1526,2,22,E,2,6132,parent
1535,2,22,E,3,6136,parent
182,2,22,E,4,6021x9407 rep2,F8
1025,2,22,E,5,9352x8422 rep1,F8
92,2,22,E,6,1585x9427 rep1,F8
251,2,22,F,1,6041x6153 rep2,F8
1076,2,22,F,2,9386x6171 rep2,F8
335,2,22,F,3,6094x9369 rep1,F8
1661,2,22,F,4,6240,parent
119,2,22,F,5,5831x8237 rep2,F8
1832,2,22,F,6,9383,parent
1454,2,22,G,1,6097,parent
440,2,22,G,2,6127x6918 rep1,F8
1346,2,22,G,3,5856,parent
1313,2,22,G,4,1318,parent
887,2,22,G,5,8242x6171 rep1,F8
1109,2,22,G,6,9395x9454 rep1,F8
1544,2,22,H,1,6140,parent
311,2,22,H,2,6086x8222 rep1,F8
149,2,22,H,3,6012x997 rep1,F8
842,2,22,H,4,7519x6111 rep2,F8
467,2,22,H,5,6133x6020 rep2,F8
392,2,22,H,6,6109x9343 rep2,F8
1193,2,23,A,1,9434x6177 rep1,F8
494,2,23,A,2,6138x6122 rep1,F8
1529,2,23,A,3,6133,parent
1187,2,23,A,4,9433x6030 rep1,F8
539,2,23,A,5,6151x9408 rep2,F8
698,2,23,A,6,6217x6126 rep1,F8
1124,2,23,B,1,9402x6169 rep2,F8
485,2,23,B,2,6136x6064 rep2,F8
992,2,23,B,3,9058x6112 rep2,F8
1433,2,23,B,4,6076,parent
1316,2,23,B,5,1363,parent
965,2,23,B,6,8422x6209 rep1,F8
1649,2,23,C,1,6221,parent
1298,2,23,C,2,1137,parent
395,2,23,C,3,6112x6166 rep1,F8
314,2,23,C,4,6086x8222 rep2,F8
389,2,23,C,5,6109x9343 rep1,F8
1709,2,23,C,6,7519,parent
1049,2,23,D,1,9371x6021 rep1,F8
1289,2,23,D,2,1062,parent
848,2,23,D,3,8222x6243 rep2,F8
692,2,23,D,4,6216x6258 rep1,F8
560,2,23,D,5,6166x7519 rep1,F8
239,2,23,D,6,6039x5835 rep2,F8
1196,2,23,E,1,9434x6177 rep2,F8
479,2,23,E,2,6134x6013 rep2,F8
1139,2,23,E,3,9407x6040 rep1,F8
425,2,23,E,4,6124x6184 rep2,F8
356,2,23,E,5,6100x6069 rep1,F8
1181,2,23,E,6,9427x8387 rep1,F8
635,2,23,F,1,6193x9394 rep2,F8
743,2,23,F,2,6241x1552 rep1,F8
1247,2,23,F,3,9471x9450 rep1,F8
1163,2,23,F,4,9413x8423 rep1,F8
833,2,23,F,5,7517x6284 rep1,F8
1172,2,23,F,6,9416x6086 rep2,F8
293,2,23,G,1,6074x9421 rep1,F8
398,2,23,G,2,6112x6166 rep2,F8
719,2,23,G,3,6231x6039 rep1,F8
1733,2,23,G,4,8242,parent
161,2,23,G,5,6017x9392 rep1,F8
1061,2,23,G,6,9381x6198 rep1,F8
1229,2,23,H,1,9454x1363 rep1,F8
947,2,23,H,2,8376x6201 rep1,F8
236,2,23,H,3,6039x5835 rep1,F8
308,2,23,H,4,6085x9409 rep2,F8
1241,2,23,H,5,9470x6107 rep1,F8
1442,2,23,H,6,6088,parent
1244,2,24,A,1,9470x6107 rep2,F8
578,2,24,A,2,6172x6148 rep1,F8
272,2,24,A,3,6069x9470 rep1,F8
881,2,24,A,4,8241x1137 rep1,F8
767,2,24,A,5,6255x6136 rep1,F8
1700,2,24,A,6,6965,parent
590,2,24,B,1,6177x6023 rep1,F8
1532,2,24,B,2,6134,parent
1028,2,24,B,3,9352x8422 rep2,F8
86,2,24,B,4,1552x1158 rep1,F8
122,2,24,B,5,5835x9058 rep1,F8
644,2,24,B,6,6195x1074 rep1,F8
419,2,24,C,1,6122x6252 rep2,F8
1916,2,24,C,2,9455,parent
428,2,24,C,3,6125x6099 rep1,F8
518,2,24,C,4,6148x6138 rep1,F8
380,2,24,C,5,6107x6128 rep1,F8
770,2,24,C,6,6255x6136 rep2,F8
1859,2,24,D,1,9402,parent
179,2,24,D,2,6021x9407 rep1,F8
173,2,24,D,3,6020x6030 rep1,F8
662,2,24,D,4,6201x9399 rep1,F8
1769,2,24,D,5,8387,parent
665,2,24,D,6,6201x9399 rep2,F8
89,2,24,E,1,1552x1158 rep2,F8
338,2,24,E,2,6094x9369 rep2,F8
1016,2,24,E,3,9336x6220 rep2,F8
1562,2,24,E,4,6151,parent
1898,2,24,E,5,9437,parent
1103,2,24,E,6,9392x6073 rep1,F8
446,2,24,F,1,6128x9413 rep1,F8
461,2,24,F,2,6132x6255 rep2,F8
788,2,24,F,3,6284x5830 rep2,F8
56,2,24,F,4,1257x8334 rep1,F8
215,2,24,F,5,6034x6231 rep2,F8
1766,2,24,F,6,8386,parent
944,2,24,G,1,8369x6132 rep2,F8
1190,2,24,G,2,9433x6030 rep2,F8
1634,2,24,G,3,6210,parent
974,2,24,G,4,8423x8240 rep2,F8
1901,2,24,G,5,9450,parent
1520,2,24,G,6,6128,parent
704,2,24,H,1,6218x6043 rep1,F8
1811,2,24,H,2,9356,parent
254,2,24,H,3,6043x9453 rep1,F8
1913,2,24,H,4,9454,parent
1934,2,24,H,5,992,parent
701,2,24,H,6,6217x6126 rep2,F8
602,2,25,A,1,6184x6025 rep1,F8
488,2,25,A,2,6137x5867 rep1,F8
827,2,25,A,3,6974x6198 rep1,F8
1796,2,25,A,4,9336,parent
932,2,25,A,5,8334x8231 rep2,F8
1706,2,25,A,6,7517,parent
317,2,25,B,1,6088x9386 rep1,F8
1010,2,25,B,2,9332x6413 rep2,F8
1694,2,25,B,3,6917,parent
1889,2,25,B,4,9427,parent
1742,2,25,B,5,9369x9434_rep2,parent
1547,2,25,B,6,6142,parent
377,2,25,C,1,6106x6071 rep2,F8
548,2,25,C,2,6163x6111 rep1,F8
986,2,25,C,3,9057x9382 rep2,F8
878,2,25,C,4,8240x6036 rep2,F8
1394,2,25,C,5,6036,parent
206,2,25,C,6,6030x992 rep1,F8
1820,2,25,D,1,9371,parent
203,2,25,D,2,6025x6046 rep2,F8
17,2,25,D,3,1061x6131 rep2,F8
263,2,25,D,4,6046x6191 rep2,F8
1094,2,25,D,5,9391x5867 rep2,F8
83,2,25,D,6,1435x6240 rep2,F8
1388,2,25,E,1,6034,parent
1040,2,25,E,2,9356x6094 rep2,F8
620,2,25,E,3,6192x1062 rep1,F8
323,2,25,E,4,6090x9416 rep1,F8
1736,2,25,E,5,8247,parent
1922,2,25,E,6,9471,parent
1880,2,25,F,1,9413,parent
1052,2,25,F,2,9371x6021 rep2,F8
695,2,25,F,3,6216x6258 rep2,F8
1118,2,25,F,4,9399x6097 rep2,F8
1715,2,25,F,5,8227,parent
1655,2,25,F,6,6237,parent
1385,2,25,G,1,6030,parent
971,2,25,G,2,8423x8240 rep1,F8
920,2,25,G,3,8283x9471 rep2,F8
14,2,25,G,4,1061x6131 rep1,F8
1514,2,25,G,5,6126,parent
1505,2,25,G,6,6122,parent
536,2,25,H,1,6151x9408 rep1,F8
818,2,25,H,2,6965x9412 rep2,F8
1271,2,25,H,3,992x9332 rep1,F8
1043,2,25,H,4,9363x6070 rep1,F8
242,2,25,H,5,6040x6041 rep1,F8
884,2,25,H,6,8241x1137 rep2,F8
905,2,26,A,1,8258x6115 rep1,F8
572,2,26,A,2,6171x6074 rep1,F8
1064,2,26,A,3,9381x6198 rep2,F8
1679,2,26,A,4,6258,parent
59,2,26,A,5,1257x8334 rep2,F8
107,2,26,A,6,5829x9336 rep2,F8
1853,2,26,B,1,9395,parent
899,2,26,B,2,8256x8376 rep1,F8
1391,2,26,B,3,6035,parent
893,2,26,B,4,8247x6154 rep1,F8
1340,2,26,B,5,5831,parent
1823,2,26,B,6,9380,parent
224,2,26,C,1,6036x1318 rep1,F8
1625,2,26,C,2,6202,parent
1829,2,26,C,3,9382,parent
401,2,26,C,4,6114x9381 rep1,F8
332,2,26,C,5,6092x6125 rep2,F8
1712,2,26,C,6,8222,parent
125,2,26,D,1,5835x9058 rep2,F8
941,2,26,D,2,8369x6132 rep1,F8
287,2,26,D,3,6071x6145 rep2,F8
1319,2,26,D,4,1367,parent
1445,2,26,D,5,6090,parent
1175,2,26,D,6,9421x8256 rep1,F8
2,2,26,E,1,1002x6038 rep1,F8
1169,2,26,E,2,9416x6086 rep1,F8
1772,2,26,E,3,8422,parent
218,2,26,E,4,6035x9433 rep1,F8
185,2,26,E,5,6023x9380 rep1,F8
902,2,26,E,6,8256x8376 rep2,F8
809,2,26,F,1,6918x9323 rep1,F8
155,2,26,F,2,6013x8241 rep1,F8
863,2,26,F,3,8231x8386 rep1,F8
722,2,26,F,4,6231x6039 rep2,F8
1673,2,26,F,5,6252,parent
1337,2,26,F,6,5830,parent
470,2,26,G,1,6133x6917 rep1,F8
1001,2,26,G,2,9323x8369 rep1,F8
326,2,26,G,3,6090x9416 rep2,F8
407,2,26,G,4,6115x1585 rep1,F8
1862,2,26,G,5,9404,parent
1568,2,26,G,6,6154,parent
1703,2,26,H,1,6974,parent
1154,2,26,H,2,9409x6104 rep2,F8
1265,2,26,H,3,991x6210 rep1,F8
491,2,26,H,4,6137x5867 rep2,F8
260,2,26,H,5,6046x6191 rep1,F8
29,2,26,H,6,1063x1435 rep2,F8
1256,2,27,A,1,9476x991 rep2,F8
1409,2,27,A,2,6043,parent
1844,2,27,A,3,9391,parent
1073,2,27,A,4,9386x6171 rep1,F8
785,2,27,A,5,6284x5830 rep1,F8
1211,2,27,A,6,9451x9437 rep1,F8
1460,2,27,B,1,6099,parent
950,2,27,B,2,8376x6201 rep2,F8
914,2,27,B,3,8259x6217 rep2,F8
1292,2,27,B,4,1063,parent
1451,2,27,B,5,6094,parent
1616,2,27,B,6,6197,parent
458,2,27,C,1,6132x6255 rep1,F8
677,2,27,C,2,6203x9321 rep2,F8
11,2,27,C,3,1002x6244 rep2,F8
638,2,27,C,4,6194x1061 rep1,F8
1667,2,27,C,5,6243,parent
998,2,27,C,6,9321x6189 rep2,F8
1757,2,27,D,1,8351,parent
1466,2,27,D,2,6102,parent
1787,2,27,D,3,9321,parent
1370,2,27,D,4,6020,parent
737,2,27,D,5,6240x5831 rep1,F8
1613,2,27,D,6,6195,parent
143,2,27,E,1,5867x6913 rep2,F8
473,2,27,E,2,6133x6917 rep2,F8
353,2,27,E,3,6099x9394 rep2,F8
1748,2,27,E,4,8283,parent
1082,2,27,E,5,9388x9057 rep2,F8
605,2,27,E,6,6184x6025 rep2,F8
290,2,27,F,1,6073x9476 rep2,F8
1145,2,27,F,2,9408x9352 rep1,F8
110,2,27,F,3,5830x6085 rep1,F8
23,2,27,F,4,1062x6108 rep2,F8
1760,2,27,F,5,8369,parent
1607,2,27,F,6,6193,parent
1637,2,27,G,1,6216,parent
908,2,27,G,2,8258x6115 rep2,F8
233,2,27,G,3,6038x6039 rep2,F8
1373,2,27,G,4,6021,parent
1436,2,27,G,5,6085,parent
1790,2,27,G,6,9323,parent
1079,2,27,H,1,9388x9057 rep1,F8
1727,2,27,H,2,8240,parent
1022,2,27,H,3,9343x8259 rep2,F8
599,2,27,H,4,6180x1317 rep2,F8
8,2,27,H,5,1002x6244 rep1,F8
1496,2,27,H,6,6114,parent
431,2,28,A,1,6125x6099 rep2,F8
1376,2,28,A,2,6023,parent
1334,2,28,A,3,5829,parent
1751,2,28,B,1,8307,parent
1883,2,28,B,2,9416,parent
1580,2,28,B,3,6171,parent
1658,2,28,C,1,6238,parent
1511,2,28,C,2,6125,parent
647,2,28,C,3,6195x1074 rep2,F8
1598,2,28,D,1,6189,parent
1793,2,28,D,2,9332,parent
386,2,28,D,3,6108x6192 rep2,F8
416,2,28,E,1,6118x8227 rep2,F8
1238,2,28,E,2,9455x9371 rep2,F8
962,2,28,E,3,8387x6238 rep2,F8
1571,2,28,F,1,6163,parent
917,2,28,F,2,8283x9471 rep1,F8
1670,2,28,F,3,6244,parent
1874,2,28,G,1,9409,parent
680,2,28,G,2,6209x6151 rep1,F8
1301,2,28,H,1,1158,parent
20,2,28,H,2,1062x6108 rep1,F8
1812,3,29,A,1,9356,parent
165,3,29,A,2,6017x9392 rep2,F8
798,3,29,A,3,6913x6149 rep1,F8
243,3,29,A,4,6040x6041 rep1,F8
45,3,29,A,5,1158x6092 rep1,F8
1029,3,29,A,6,9352x8422 rep2,F8
1929,3,29,B,1,9481,parent
249,3,29,B,2,6041x6153 rep1,F8
852,3,29,B,3,8227x6216 rep1,F8
1191,3,29,B,4,9433x6030 rep2,F8
1149,3,29,B,5,9408x9352 rep2,F8
711,3,29,B,6,6220x9339 rep1,F8
1263,3,29,C,1,9481x9399 rep2,F8
288,3,29,C,2,6071x6145 rep2,F8
504,3,29,C,3,6140x9388 rep2,F8
363,3,29,C,4,6104x6034 rep1,F8
1635,3,29,C,5,6210,parent
420,3,29,C,6,6122x6252 rep2,F8
48,3,29,D,1,1158x6092 rep2,F8
564,3,29,D,2,6166x7519 rep2,F8
381,3,29,D,3,6107x6128 rep1,F8
1641,3,29,D,4,6217,parent
615,3,29,D,5,6191x6965 rep1,F8
726,3,29,D,6,6237x6090 rep1,F8
1110,3,29,E,1,9395x9454 rep1,F8
528,3,29,E,2,6149x9395 rep2,F8
1356,3,29,E,3,6011,parent
1107,3,29,E,4,9392x6073 rep2,F8
84,3,29,E,5,1435x6240 rep2,F8
1632,3,29,E,6,6209,parent
1893,3,29,F,1,9433,parent
1590,3,29,F,2,6177,parent
684,3,29,F,3,6209x6151 rep2,F8
1860,3,29,F,4,9402,parent
96,3,29,F,5,1585x9427 rep2,F8
1500,3,29,F,6,6115,parent
1140,3,29,G,1,9407x6040 rep1,F8
1905,3,29,G,2,9451,parent
921,3,29,G,3,8283x9471 rep2,F8
1695,3,29,G,4,6917,parent
1614,3,29,G,5,6195,parent
1482,3,29,G,6,6108,parent
1857,3,29,H,1,9399,parent
1836,3,29,H,2,9386,parent
1839,3,29,H,3,9388,parent
1872,3,29,H,4,9408,parent
468,3,29,H,5,6133x6020 rep2,F8
951,3,29,H,6,8376x6201 rep2,F8
1239,3,30,A,1,9455x9371 rep2,F8
849,3,30,A,2,8222x6243 rep2,F8
1416,3,30,A,3,6064,parent
1557,3,30,A,4,6149,parent
1542,3,30,A,5,6138,parent
1536,3,30,A,6,6136,parent
549,3,30,B,1,6163x6111 rep1,F8
687,3,30,B,2,6210x6134 rep1,F8
552,3,30,B,3,6163x6111 rep2,F8
576,3,30,B,4,6171x6074 rep2,F8
33,3,30,B,5,1137x1074 rep1,F8
1779,3,30,B,6,8426,parent
585,3,30,C,1,6173x9383 rep1,F8
360,3,30,C,2,6100x6069 rep2,F8
957,3,30,C,3,8386x6241 rep2,F8
156,3,30,C,4,6013x8241 rep1,F8
768,3,30,C,5,6255x6136 rep1,F8
1284,3,30,C,6,1002,parent
1833,3,30,D,1,9383,parent
39,3,30,D,2,1137x6237 rep1,F8
66,3,30,D,3,1317x6276 rep2,F8
747,3,30,D,4,6241x1552 rep2,F8
1560,3,30,D,5,6150,parent
990,3,30,D,6,9058x6112 rep1,F8
1374,3,30,E,1,6021,parent
1299,3,30,E,2,1137,parent
1761,3,30,E,3,8369,parent
960,3,30,E,4,8387x6238 rep1,F8
1083,3,30,E,5,9388x9057 rep2,F8
900,3,30,E,6,8256x8376 rep1,F8
1797,3,30,F,1,9336,parent
1548,3,30,F,2,6142,parent
1503,3,30,F,3,6118,parent
1917,3,30,F,4,9455,parent
570,3,30,F,5,6169x8230 rep2,F8
372,3,30,F,6,6105x5829 rep2,F8
87,3,30,G,1,1552x1158 rep1,F8
1794,3,30,G,2,9332,parent
663,3,30,G,3,6201x9399 rep1,F8
387,3,30,G,4,6108x6192 rep2,F8
1626,3,30,G,5,6202,parent
1488,3,30,G,6,6111,parent
1764,3,30,H,1,8376,parent
1401,3,30,H,2,6039,parent
1344,3,30,H,3,5835,parent
1566,3,30,H,4,6153,parent
1623,3,30,H,5,6201,parent
1515,3,30,H,6,6126,parent
1014,3,31,A,1,9336x6220 rep1,F8
1803,3,31,A,2,9343,parent
207,3,31,A,3,6030x992 rep1,F8
1341,3,31,A,4,5831,parent
1095,3,31,A,5,9391x5867 rep2,F8
561,3,31,A,6,6166x7519 rep1,F8
702,3,31,B,1,6217x6126 rep2,F8
609,3,31,B,2,6189x6220 rep1,F8
1410,3,31,B,3,6043,parent
1563,3,31,B,4,6151,parent
1026,3,31,B,5,9352x8422 rep1,F8
897,3,31,B,6,8247x6154 rep2,F8
1506,3,31,C,1,6122,parent
1281,3,31,C,2,997x8307 rep2,F8
267,3,31,C,3,6064x9404 rep1,F8
1260,3,31,C,4,9481x9399 rep1,F8
60,3,31,C,5,1257x8334 rep2,F8
1395,3,31,C,6,6036,parent
411,3,31,D,1,6115x1585 rep2,F8
198,3,31,D,2,6024x6124 rep2,F8
426,3,31,D,3,6124x6184 rep2,F8
1644,3,31,D,4,6218,parent
1338,3,31,D,5,5830,parent
1017,3,31,D,6,9336x6220 rep2,F8
1176,3,31,E,1,9421x8256 rep1,F8
1680,3,31,E,2,6258,parent
345,3,31,E,3,6097x1318 rep2,F8
723,3,31,E,4,6231x6039 rep2,F8
654,3,31,E,5,6197x6127 rep2,F8
42,3,31,E,6,1137x6237 rep2,F8
1071,3,31,F,1,9382x6035 rep2,F8
1089,3,31,F,2,9390x8283 rep2,F8
1914,3,31,F,3,9454,parent
1869,3,31,F,4,9407,parent
1404,3,31,F,5,6040,parent
1740,3,31,F,6,8256,parent
843,3,31,G,1,7519x6111 rep2,F8
444,3,31,G,2,6127x6918 rep2,F8
1233,3,31,G,3,9454x1363 rep2,F8
783,3,31,G,4,6276x9363 rep2,F8
543,3,31,G,5,6154x6221 rep1,F8
507,3,31,G,6,6142x7517 rep1,F8
102,3,31,H,1,175x6913 rep2,F8
1464,3,31,H,2,6100,parent
1182,3,31,H,3,9427x8387 rep1,F8
1023,3,31,H,4,9343x8259 rep2,F8
1248,3,31,H,5,9471x9450 rep1,F8
408,3,31,H,6,6115x1585 rep1,F8
1473,3,32,A,1,6105,parent
756,3,32,A,2,6244x6173 rep1,F8
1167,3,32,A,3,9413x8423 rep2,F8
1920,3,32,A,4,9470,parent
126,3,32,A,5,5835x9058 rep2,F8
1371,3,32,A,6,6020,parent
213,3,32,B,1,6034x6231 rep1,F8
1275,3,32,B,2,992x9332 rep2,F8
855,3,32,B,3,8227x6216 rep2,F8
1413,3,32,B,4,6046,parent
1785,3,32,B,5,9058,parent
1212,3,32,B,6,9451x9437 rep1,F8
1278,3,32,C,1,997x8307 rep1,F8
1842,3,32,C,2,9390,parent
657,3,32,C,3,6198x6118 rep1,F8
1752,3,32,C,4,8307,parent
1434,3,32,C,5,6076,parent
573,3,32,C,6,6171x6074 rep1,F8
600,3,32,D,1,6180x1317 rep2,F8
1203,3,32,D,2,9437x6197 rep2,F8
795,3,32,D,3,6413x8351 rep2,F8
909,3,32,D,4,8258x6115 rep2,F8
534,3,32,D,5,6150x6218 rep2,F8
1242,3,32,D,6,9470x6107 rep1,F8
789,3,32,E,1,6284x5830 rep2,F8
1251,3,32,E,2,9471x9450 rep2,F8
90,3,32,E,3,1552x1158 rep2,F8
1458,3,32,E,4,6098,parent
624,3,32,E,5,6192x1062 rep2,F8
159,3,32,E,6,6013x8241 rep2,F8
69,3,32,F,1,1318x6035 rep1,F8
1431,3,32,F,2,6074,parent
279,3,32,F,3,6070x6019 rep1,F8
978,3,32,F,4,8426x6193 rep1,F8
669,3,32,F,5,6202x9402 rep1,F8
1524,3,32,F,6,6131,parent
513,3,32,G,1,6145x8247 rep1,F8
1437,3,32,G,2,6085,parent
948,3,32,G,3,8376x6201 rep1,F8
1746,3,32,G,4,8259,parent
1800,3,32,G,5,9339,parent
1269,3,32,G,6,991x6210 rep2,F8
861,3,32,H,1,8230x6195 rep2,F8
1044,3,32,H,2,9363x6070 rep1,F8
1053,3,32,H,3,9371x6021 rep2,F8
480,3,32,H,4,6134x6013 rep2,F8
1386,3,32,H,5,6030,parent
888,3,32,H,6,8242x6171 rep1,F8
1716,3,33,A,1,8227,parent
1656,3,33,A,2,6237,parent
1377,3,33,A,3,6023,parent
1788,3,33,A,4,9321,parent
300,3,33,A,5,6076x1254 rep1,F8
492,3,33,A,6,6137x5867 rep2,F8
825,3,33,B,1,6974x6102 rep2,F8
423,3,33,B,2,6124x6184 rep1,F8
1314,3,33,B,3,1318,parent
717,3,33,B,4,6221x9455 rep1,F8
1359,3,33,B,5,6012,parent
1332,3,33,B,6,175,parent
162,3,33,C,1,6017x9392 rep1,F8
972,3,33,C,2,8423x8240 rep1,F8
612,3,33,C,3,6189x6220 rep2,F8
750,3,33,C,4,6243x6180 rep1,F8
192,3,33,C,5,6024x1367 rep2,F8
3,3,33,C,6,1002x6038 rep1,F8
18,3,33,D,1,1061x6131 rep2,F8
1743,3,33,D,2,9369x9434_rep2,parent
885,3,33,D,3,8241x1137 rep2,F8
1719,3,33,D,4,8230,parent
1392,3,33,D,5,6035,parent
498,3,33,D,6,6138x6122 rep2,F8
741,3,33,E,1,6240x5831 rep2,F8
1353,3,33,E,2,5867,parent
1698,3,33,E,3,6918,parent
1830,3,33,E,4,9382,parent
537,3,33,E,5,6151x9408 rep1,F8
954,3,33,E,6,8386x6241 rep1,F8
1587,3,33,F,1,6173,parent
792,3,33,F,2,6413x8351 rep1,F8
366,3,33,F,3,6104x6034 rep2,F8
123,3,33,F,4,5835x9058 rep1,F8
1179,3,33,F,5,9421x8256 rep2,F8
1425,3,33,F,6,6071,parent
945,3,33,G,1,8369x6132 rep2,F8
303,3,33,G,2,6076x1254 rep2,F8
237,3,33,G,3,6039x5835 rep1,F8
1773,3,33,G,4,8422,parent
6,3,33,G,5,1002x6038 rep2,F8
384,3,33,G,6,6107x6128 rep2,F8
1383,3,33,H,1,6025,parent
354,3,33,H,2,6099x9394 rep2,F8
987,3,33,H,3,9057x9382 rep2,F8
318,3,33,H,4,6088x9386 rep1,F8
819,3,33,H,5,6965x9412 rep2,F8
1062,3,33,H,6,9381x6198 rep1,F8
681,3,34,A,1,6209x6151 rep1,F8
540,3,34,A,2,6151x9408 rep2,F8
1380,3,34,A,3,6024,parent
840,3,34,A,4,7519x6111 rep1,F8
1899,3,34,A,5,9437,parent
936,3,34,A,6,8351x6150 rep1,F8
339,3,34,B,1,6094x9369 rep2,F8
1419,3,34,B,2,6069,parent
1875,3,34,B,3,9409,parent
153,3,34,B,4,6012x997 rep2,F8
765,3,34,B,5,6252x6202 rep2,F8
930,3,34,B,6,8334x8231 rep1,F8
870,3,34,C,1,8237x6194 rep1,F8
27,3,34,C,2,1063x1435 rep1,F8
462,3,34,C,3,6132x6255 rep2,F8
1758,3,34,C,4,8351,parent
1902,3,34,C,5,9450,parent
150,3,34,C,6,6012x997 rep1,F8
111,3,34,D,1,5830x6085 rep1,F8
1710,3,34,D,2,7519,parent
1662,3,34,D,3,6240,parent
1881,3,34,D,4,9413,parent
1911,3,34,D,5,9453,parent
30,3,34,D,6,1063x1435 rep2,F8
438,3,34,E,1,6126x6172 rep2,F8
1143,3,34,E,2,9407x6040 rep2,F8
1296,3,34,E,3,1074,parent
642,3,34,E,4,6194x1061 rep2,F8
231,3,34,E,5,6036x6203 rep1,F8
813,3,34,E,6,6918x9323 rep2,F8
1227,3,34,F,1,9453x6106 rep2,F8
1923,3,34,F,2,9471,parent
1311,3,34,F,3,1317,parent
1158,3,34,F,4,9412x6024 rep1,F8
1725,3,34,F,5,8237,parent
1827,3,34,F,6,9381,parent
1446,3,34,G,1,6090,parent
63,3,34,G,2,1317x6276 rep1,F8
1479,3,34,G,3,6107,parent
876,3,34,G,4,8240x6036 rep1,F8
603,3,34,G,5,6184x6025 rep1,F8
1221,3,34,G,6,9452x6114 rep2,F8
1815,3,34,H,1,9363,parent
1611,3,34,H,2,6194,parent
174,3,34,H,3,6020x6030 rep1,F8
993,3,34,H,4,9058x6112 rep2,F8
1821,3,34,H,5,9371,parent
933,3,34,H,6,8334x8231 rep2,F8
1122,3,35,A,1,9402x6169 rep1,F8
1041,3,35,A,2,9356x6094 rep2,F8
1407,3,35,A,3,6041,parent
1224,3,35,A,4,9453x6106 rep1,F8
1320,3,35,A,5,1367,parent
1050,3,35,A,6,9371x6021 rep1,F8
171,3,35,B,1,6019x6012 rep2,F8
81,3,35,B,2,1435x6240 rep1,F8
129,3,35,B,3,5856x9452 rep1,F8
1365,3,35,B,4,6017,parent
1215,3,35,B,5,9451x9437 rep2,F8
54,3,35,B,6,1254x6076 rep2,F8
195,3,35,C,1,6024x6124 rep1,F8
414,3,35,C,2,6118x8227 rep1,F8
1509,3,35,C,3,6124,parent
1809,3,35,C,4,9353,parent
1104,3,35,C,5,9392x6073 rep1,F8
183,3,35,C,6,6021x9407 rep2,F8
1575,3,35,D,1,6166,parent
24,3,35,D,2,1062x6108 rep2,F8
390,3,35,D,3,6109x9343 rep1,F8
402,3,35,D,4,6114x9381 rep1,F8
1683,3,35,D,5,6276,parent
999,3,35,D,6,9321x6189 rep2,F8
321,3,35,E,1,6088x9386 rep2,F8
1032,3,35,E,2,9353x6109 rep1,F8
525,3,35,E,3,6149x9395 rep1,F8
1305,3,35,E,4,1254,parent
120,3,35,E,5,5831x8237 rep2,F8
1170,3,35,E,6,9416x6086 rep1,F8
1209,3,35,F,1,9450x9356 rep2,F8
324,3,35,F,2,6090x9416 rep1,F8
1551,3,35,F,3,6145,parent
942,3,35,F,4,8369x6132 rep1,F8
1098,3,35,F,5,9391x9353 rep1,F8
1266,3,35,F,6,991x6210 rep1,F8
1080,3,35,G,1,9388x9057 rep1,F8
306,3,35,G,2,6085x9409 rep1,F8
1896,3,35,G,3,9434,parent
351,3,35,G,4,6098x9451 rep2,F8
450,3,35,G,5,6128x9413 rep2,F8
9,3,35,G,6,1002x6244 rep1,F8
1293,3,35,H,1,1063,parent
453,3,35,H,2,6131x6113 rep1,F8
147,3,35,H,3,6011x6017 rep2,F8
